unixtime,load1,load2,load3,price
1432850400,0.075,0.22,0.16,37.95
1432851300,0.075,0.215,0.096,37.34
1432852200,0.105,0.18,0.626,37.34
1432853100,0.085,0.19,0.41,37.34
1432854000,0.1,0.175,0.053,37.34
1432854900,0.075,0.195,0.063,33.03
1432855800,0.075,0.19,0.135,33.03
1432856700,0.08,0.21,0.185,33.03
1432857600,0.075,0.205,0.052,33.03
1432858500,0.095,0.21,0.27,27.81
1432859400,0.085,0.325,0.056,27.81
1432860300,0.075,0.565,0.117,27.81
1432861200,0.085,0.195,0.173,27.81
1432862100,0.07,0.13,0.051,26.53
1432863000,0.085,0.11,0.231,26.53
1432863900,0.085,0.105,0.06,26.53
1432864800,0.09,0.07,0.101,26.53
1432865700,0.08,0.045,0.183,25.57
1432866600,0.075,0.04,0.064,25.57
1432867500,0.085,0.045,0.25,25.57
1432868400,0.08,0.04,0.061,25.57
1432869300,0.08,0.055,0.163,25.01
1432870200,0.09,0.06,0.116,25.01
1432871100,0.095,0.06,0.072,25.01
1432872000,0.115,0.06,0.22,25.01
1432872900,0.08,0.06,0.048,26.01
1432873800,0.075,0.06,0.195,26.01
1432874700,0.11,0.045,0.111,26.01
1432875600,0.095,0.155,0.07,26.01
1432876500,0.145,0.08,0.217,26.6
1432877400,0.095,0.11,0.016,26.6
1432878300,0.08,0.08,0.144,26.6
1432879200,0.09,0.06,0.066,26.6
1432880100,0.08,0.05,0.138,34.27
1432881000,0.145,0.065,0.156,34.27
1432881900,0.13,0.065,0.016,34.27
1432882800,0.56,0.07,0.14,34.27
1432883700,0.385,0.025,0.001,39.29
1432884600,0.475,0.01,0.076,39.29
1432885500,0.495,0,0.416,39.29
1432886400,0.295,0,0.094,39.29
1432887300,0.14,0,0.604,40.56
1432888200,0.32,0.1,0.701,40.56
1432889100,0.235,0,0.248,40.56
1432890000,0.21,0,0,40.56
1432890900,0.28,0,0,36.02
1432891800,0.255,0,0.097,36.02
1432892700,0.315,0,0.107,36.02
1432893600,0.14,0,0.006,36.02
1432894500,0.14,0,0.212,34.46
1432895400,0.295,0,0.47,34.46
1432896300,0.115,0,0.445,34.46
1432897200,0.16,0,0.577,34.46
1432898100,0.1,0,0.713,35.64
1432899000,0.1,0,0.108,35.64
1432899900,0.11,0,0.088,35.64
1432900800,0.11,0,0.057,35.64
1432901700,0.125,0,0.052,31.08
1432902600,0.1,0,0.307,31.08
1432903500,0.1,0.01,0.253,31.08
1432904400,0.095,0.03,0.408,31.08
1432905300,0.1,0,0.388,29.64
1432906200,0.11,0,0.383,29.64
1432907100,0.09,0,0.508,29.64
1432908000,0.11,0,0.512,29.64
1432908900,0.1,0,0.429,28.69
1432909800,0.095,0,0.572,28.69
1432910700,0.1,0,0.515,28.69
1432911600,0.085,0,0.608,28.69
1432912500,0.1,0,0.503,28.24
1432913400,0.09,0,0.233,28.24
1432914300,0.08,0,0.322,28.24
1432915200,0.09,0,0.146,28.24
1432916100,0.08,0,0.114,28.44
1432917000,0.095,0,0.5,28.44
1432917900,0.12,0,0.645,28.44
1432918800,0.12,0,0.307,28.44
1432919700,0.125,0,0.198,30.86
1432920600,0.105,0,0.102,30.86
1432921500,0.125,0,0.257,30.86
1432922400,0.115,0,0.104,30.86
1432923300,0.09,0,0.108,32.48
1432924200,0.115,0,0.249,32.48
1432925100,0.115,0,0.099,32.48
1432926000,0.13,0,0.243,32.48
1432926900,0.17,0,0.075,34.84
1432927800,0.1,0,0.111,34.84
1432928700,0.13,0,0.21,34.84
1432929600,0.145,0,0.043,34.84
1432930500,0.14,0.03,0.198,34.97
1432931400,0.14,0.07,0.123,34.97
1432932300,0.075,0.07,0.056,34.97
1432933200,0.105,0.095,0.241,34.97
1432934100,0.09,0.395,0.054,32.52
1432935000,0.085,0.325,0.181,32.52
1432935900,0.095,0.15,0.106,32.52
1432936800,0.07,0.15,0.086,32.52
1432937700,0.085,0.16,0.192,31.37
1432938600,0.085,0.15,0.061,31.37
1432939500,0.09,0.14,0.205,31.37
1432940400,0.09,0.16,0.115,31.37
1432941300,0.085,0.15,0.04,26.08
1432942200,0.09,0.15,0.232,26.08
1432943100,0.075,0.15,0.066,26.08
1432944000,0.08,0.15,0.191,26.08
1432944900,0.085,0.15,0.118,22.21
1432945800,0.075,0.125,0.118,22.21
1432946700,0.095,0.095,0.118,22.21
1432947600,0.085,0.08,0.092,22.21
1432948500,0.08,0.095,0.196,18.92
1432949400,0.085,0.08,0.098,18.92
1432950300,0.07,0.05,0.119,18.92
1432951200,0.085,0.05,0.173,18.92
1432952100,0.09,0.06,0.048,17.53
1432953000,0.085,0.055,0.232,17.53
1432953900,0.09,0.075,0.05,17.53
1432954800,0.07,0.065,0.189,17.53
1432955700,0.09,0.075,0.122,18.01
1432956600,0.075,0.06,0.096,18.01
1432957500,0.095,0.07,0.339,18.01
1432958400,0.12,0.045,0.351,18.01
1432959300,0.08,0.06,0.9,17.29
1432960200,0.1,0.045,0.566,17.29
1432961100,0.085,0.06,0.065,17.29
1432962000,0.085,0.045,0.06,17.29
1432962900,0.085,0.055,0.228,17.1
1432963800,0.09,0.05,0.124,17.1
1432964700,0.1,0.075,0.058,17.1
1432965600,0.095,0.065,0.129,17.1
1432966500,0.11,0.075,0,17.71
1432967400,0.13,0.065,0,17.71
1432968300,0.115,0.07,0.09,17.71
1432969200,0.11,0.045,0,17.71
1432970100,0.105,0.015,0.023,17.06
1432971000,0.085,0.01,0.026,17.06
1432971900,0.09,0,0.001,17.06
1432972800,0.485,0,0,17.06
1432973700,0.26,0,0,24.04
1432974600,0.11,0.06,0,24.04
1432975500,0.16,0,0.031,24.04
1432976400,0.475,0,0.017,24.04
1432977300,0.13,0,0.016,24.08
1432978200,0.185,0,0.036,24.08
1432979100,0.125,0,0,24.08
1432980000,0.13,0,0,24.08
1432980900,0.125,0,0,18.6
1432981800,0.12,0,0,18.6
1432982700,0.46,0,0.005,18.6
1432983600,0.285,0,0.035,18.6
1432984500,0.09,0,0,18.67
1432985400,0.35,0,0,18.67
1432986300,0.145,0,0.013,18.67
1432987200,0.215,0,0.117,18.67
1432988100,0.155,0,0,15.34
1432989000,0.105,0,0.051,15.34
1432989900,0.13,0,0.039,15.34
1432990800,0.135,0,0,15.34
1432991700,0.115,0,0.016,15.01
1432992600,0.11,0,0.004,15.01
1432993500,0.105,0,0,15.01
1432994400,0.13,0,0,15.01
1432995300,0.29,0,0.084,15.16
1432996200,0.125,0,0.064,15.16
1432997100,0.1,0,0.286,15.16
1432998000,0.08,0,0.758,15.16
1432998900,0.105,0,0.743,14.98
1432999800,0.105,0,0.072,14.98
1433000700,0.145,0,0.065,14.98
1433001600,0.125,0,0.097,14.98
1433002500,0.1,0,0.097,14.51
1433003400,0.1,0,0.051,14.51
1433004300,0.1,0,0.098,14.51
1433005200,0.09,0,0.087,14.51
1433006100,0.17,0,0.073,18.05
1433007000,0.12,0,0.08,18.05
1433007900,0.13,0,0.079,18.05
1433008800,0.13,0,0.063,18.05
1433009700,0.275,0,0.086,27.03
1433010600,0.365,0,0.211,27.03
1433011500,0.42,0.01,0.091,27.03
1433012400,0.355,0,0.083,27.03
1433013300,0.37,0,0.087,30.96
1433014200,0.375,0.07,0.091,30.96
1433015100,0.375,0.31,0.081,30.96
1433016000,0.385,0.07,0.055,30.96
1433016900,0.36,0.01,0.046,34.22
1433017800,0.385,0.01,0.032,34.22
1433018700,0.37,0.045,0.033,34.22
1433019600,0.345,0.095,0.049,34.22
1433020500,0.35,0.115,0.041,34.4
1433021400,0.455,0.095,0.053,34.4
1433022300,0.435,0.07,0.054,34.4
1433023200,0.4,0.095,0.026,34.4
1433024100,0.43,0.085,0.035,34.94
1433025000,0.42,0.165,0.045,34.94
1433025900,0.405,0.15,0.025,34.94
1433026800,0.405,0.15,0.041,34.94
1433027700,0.355,0.135,0.038,31.3
1433028600,0.325,0.145,0.031,31.3
1433029500,0.425,0.14,0.062,31.3
1433030400,0.34,0.15,0.041,31.3
1433031300,0.36,0.135,0.04,22.09
1433032200,0.34,0.145,0.028,22.09
1433033100,0.325,0.16,0.039,22.09
1433034000,0.335,0.16,0.041,22.09
1433034900,0.33,0.16,0.031,19.26
1433035800,0.34,0.16,0.031,19.26
1433036700,0.33,0.17,0.048,19.26
1433037600,0.325,0.15,0.039,19.26
1433038500,0.335,0.15,0.056,17.23
1433039400,0.32,0.13,0.058,17.23
1433040300,0.35,0.115,0.027,17.23
1433041200,0.34,0.05,0.032,17.23
1433042100,0.33,0.06,0.048,15.94
1433043000,0.34,0.045,0.04,15.94
1433043900,0.33,0.06,0.032,15.94
1433044800,0.365,0.065,0.066,15.94
1433045700,0.345,0.075,0.154,15.11
1433046600,0.355,0.06,0.091,15.11
1433047500,0.185,0.075,0.22,15.11
1433048400,0.09,0.06,0.462,15.11
1433049300,0.095,0.065,0.467,14.23
1433050200,0.1,0.07,0.416,14.23
1433051100,0.18,0.08,0.337,14.23
1433052000,0.165,0.07,0.831,14.23
1433052900,0.125,0.07,0.657,12.07
1433053800,0.18,0.075,0.545,12.07
1433054700,0.505,0.07,0.323,12.07
1433055600,0.115,0.065,0.017,12.07
1433056500,0.115,0.045,0.033,11.12
1433057400,0.135,0,0.017,11.12
1433058300,0.09,0,0,11.12
1433059200,0.12,0,0,11.12
1433060100,0.1,0,0.004,13.89
1433061000,0.13,0,0.009,13.89
1433061900,0.13,0,0.007,13.89
1433062800,0.105,0,0,13.89
1433063700,0.1,0,0,15.92
1433064600,0.13,0,0,15.92
1433065500,0.135,0,0,15.92
1433066400,0.125,0,0,15.92
1433067300,0.095,0,0,15.55
1433068200,0.3,0,0,15.55
1433069100,0.515,0,0,15.55
1433070000,0.255,0,0,15.55
1433070900,0.105,0,0,15.88
1433071800,0.38,0,0,15.88
1433072700,0.285,0,0,15.88
1433073600,0.405,0,0,15.88
1433074500,0.315,0,0,14.3
1433075400,0.1,0,0,14.3
1433076300,0.09,0,0,14.3
1433077200,0.095,0,0,14.3
1433078100,0.095,0,0,13.24
1433079000,0.1,0,0,13.24
1433079900,0.1,0,0,13.24
1433080800,0.09,0,0,13.24
1433081700,0.09,0,0,11.15
1433082600,0.09,0,0,11.15
1433083500,0.095,0,0,11.15
1433084400,0.095,0.015,0.352,11.15
1433085300,0.12,0.07,0.445,10.14
1433086200,0.09,0.025,0.205,10.14
1433087100,0.085,0,0.073,10.14
1433088000,0.12,0,0.063,10.14
1433088900,0.15,0,0.065,10.69
1433089800,0.08,0,0.07,10.69
1433090700,0.095,0,0.039,10.69
1433091600,0.11,0,0.058,10.69
1433092500,0.115,0,0.072,13.58
1433093400,0.105,0.01,0.078,13.58
1433094300,0.115,0.01,0.072,13.58
1433095200,0.135,0,0.082,13.58
1433096100,0.14,0,0.101,16.22
1433097000,0.13,0,0.08,16.22
1433097900,0.13,0.01,0.064,16.22
1433098800,0.125,0,0.064,16.22
1433099700,0.13,0,0.049,18
1433100600,0.16,0,0.049,18
1433101500,0.17,0.01,0.056,18
1433102400,0.17,0,0.039,18
1433103300,0.15,0.03,0.045,17.4
1433104200,0.125,0.115,0.043,17.4
1433105100,0.125,0.16,0.058,17.4
1433106000,0.115,0.16,0.05,17.4
1433106900,0.09,0.15,0.032,18.14
1433107800,0.08,0.215,0.039,18.14
1433108700,0.09,0.21,0.036,18.14
1433109600,0.085,0.215,0.031,18.14
1433110500,0.075,0.24,0.043,20.18
1433111400,0.075,0.23,0.037,20.18
1433112300,0.115,0.21,0.031,20.18
1433113200,0.08,0.16,0.062,20.18
1433114100,0.09,0.17,0.045,15.96
1433115000,0.08,0.16,0.034,15.96
1433115900,0.07,0.215,0.04,15.96
1433116800,0.085,0.25,0.034,15.96
1433117700,0.07,0.275,0.027,13.42
1433118600,0.085,0.255,0.039,13.42
1433119500,0.09,0.23,0.034,13.42
1433120400,0.085,0.215,0.037,13.42
1433121300,0.085,0.15,0.048,14.53
1433122200,0.07,0.15,0.05,14.53
1433123100,0.085,0.12,0.04,14.53
1433124000,0.075,0.1,0.031,14.53
1433124900,0.075,0.09,0.037,11.16
1433125800,0.085,0.085,0.042,11.16
1433126700,0.08,0.045,0.023,11.16
1433127600,0.105,0.055,0.039,11.16
1433128500,0.075,0.06,0.039,14.51
1433129400,0.075,0.075,0.136,14.51
1433130300,0.095,0.055,0.106,14.51
1433131200,0.09,0.065,0.081,14.51
1433132100,0.08,0.06,0.058,14
1433133000,0.105,0.06,0.06,14
1433133900,0.095,0.055,0.049,14
1433134800,0.13,0.04,0.028,14
1433135700,0.075,0.045,0.016,15.91
1433136600,0.095,0.04,0.004,15.91
1433137500,0.11,0.05,0.016,15.91
1433138400,0.08,0.035,0.241,15.91
1433139300,0.1,0.06,0.133,25.95
1433140200,0.1,0.055,0.052,25.95
1433141100,0.09,0.07,0.093,25.95
1433142000,0.1,0.065,0.013,25.95
1433142900,0.085,0.075,0.056,34.52
1433143800,0.095,0.055,0.046,34.52
1433144700,0.095,0.065,0.101,34.52
1433145600,0.105,0.082,0.139,34.52
1433146500,0.1,0.098,0.009,37.98
1433147400,0.09,0.18,0.131,37.98
1433148300,0.1,0.05,0,37.98
1433149200,0.08,0.035,0.005,37.98
1433150100,0.095,0.415,0.262,37.86
1433151000,0.095,0.135,0.094,37.86
1433151900,0.09,0.135,0.02,37.86
1433152800,0.11,0.13,0.019,37.86
1433153700,0.16,0.11,0,39.01
1433154600,0.18,0.105,0,39.01
1433155500,0.11,0.06,0,39.01
1433156400,0.09,0.105,0.086,39.01
1433157300,0.12,0.08,0.12,38.92
1433158200,0.1,0.035,0.014,38.92
1433159100,0.09,0.01,0,38.92
1433160000,0.1,0.205,0,38.92
1433160900,0.08,0.025,0,38.79
1433161800,0.1,0,0,38.79
1433162700,0.09,0.07,0,38.79
1433163600,0.09,0.15,0,38.79
1433164500,0.09,0,0,39.72
1433165400,0.08,0,0.01,39.72
1433166300,0.085,0,0,39.72
1433167200,0.095,0,0,39.72
1433168100,0.08,0,0,38.2
1433169000,0.1,0,0,38.2
1433169900,0.09,0,0.007,38.2
1433170800,0.09,0,0.035,38.2
1433171700,0.085,0,0.062,35.75
1433172600,0.07,0.01,0.08,35.75
1433173500,0.085,0.375,0.073,35.75
1433174400,0.08,0.27,0.075,35.75
1433175300,0.08,0.21,0.086,35.73
1433176200,0.095,0.215,0.066,35.73
1433177100,0.105,0.26,0.069,35.73
1433178000,0.12,0.23,0.084,35.73
1433178900,0.105,0,0.09,39.22
1433179800,0.11,0.015,0.109,39.22
1433180700,0.125,0.005,0.081,39.22
1433181600,0.115,0,0.108,39.22
1433182500,0.125,0.07,0.387,40.59
1433183400,0.125,0.01,0.169,40.59
1433184300,0.1,0.105,0.324,40.59
1433185200,0.135,0.055,0.107,40.59
1433186100,0.14,0.06,0.293,43.98
1433187000,0.13,0.125,0.102,43.98
1433187900,0.15,0.145,0.457,43.98
1433188800,0.13,0.155,0.484,43.98
1433189700,0.145,0.145,0.144,41.65
1433190600,0.12,0.18,0.049,41.65
1433191500,0.08,0.155,0.054,41.65
1433192400,0.09,0.2,0.279,41.65
1433193300,0.08,0.22,0.086,37.23
1433194200,0.085,0.225,0.227,37.23
1433195100,0.09,0.255,0.153,37.23
1433196000,0.085,0.255,0.141,37.23
1433196900,0.075,0.255,0.092,36.98
1433197800,0.075,0.265,0.231,36.98
1433198700,0.075,0.26,0.061,36.98
1433199600,0.08,0.25,0.238,36.98
1433200500,0.08,0.24,0.077,28.91
1433201400,0.085,0.225,0.222,28.91
1433202300,0.085,0.23,0.051,28.91
1433203200,0.065,0.225,0.25,28.91
1433204100,0.08,0.26,0.078,24.24
1433205000,0.075,0.235,0.25,24.24
1433205900,0.07,0.21,0.05,24.24
1433206800,0.09,0.17,0.214,24.24
1433207700,0.085,0.14,0.11,22.05
1433208600,0.08,0.145,0.214,22.05
1433209500,0.08,0.155,0.084,22.05
1433210400,0.075,0.125,0.24,22.05
1433211300,0.07,0.075,0.042,20.37
1433212200,0.08,0.045,0.212,20.37
1433213100,0.08,0.055,0.126,20.37
1433214000,0.085,0.045,0.188,20.37
1433214900,0.09,0.05,0.121,16.75
1433215800,0.075,0.045,0.13,16.75
1433216700,0.085,0.055,0.282,16.75
1433217600,0.1,0.055,0.081,16.75
1433218500,0.075,0.065,0.247,16
1433219400,0.08,0.07,0.128,16
1433220300,0.1,0.06,0.235,16
1433221200,0.09,0.065,0.077,16
1433222100,0.08,0.055,0.168,17.73
1433223000,0.105,0.06,0.064,17.73
1433223900,0.105,0.04,0.006,17.73
1433224800,0.08,0.05,0.14,17.73
1433225700,0.225,0.04,0,24.33
1433226600,0.41,0.05,0.13,24.33
1433227500,0.25,0.04,0.28,24.33
1433228400,0.435,0.065,0,24.33
1433229300,0.085,0.09,0,30.75
1433230200,0.115,0.065,0,30.75
1433231100,0.09,0.07,0,30.75
1433232000,0.11,0.09,0,30.75
1433232900,0.14,0.06,0,31.72
1433233800,0.115,0.295,0,31.72
1433234700,0.105,0.035,0,31.72
1433235600,0.115,0.055,0,31.72
1433236500,0.095,0.07,0.01,27.67
1433237400,0.26,0.015,0,27.67
1433238300,0.34,0,0,27.67
1433239200,0.385,0.01,0,27.67
1433240100,0.305,0,0,24.23
1433241000,0.13,0,0,24.23
1433241900,0.11,0,0,24.23
1433242800,0.11,0.01,0,24.23
1433243700,0.1,0,0.001,23.02
1433244600,0.09,0,0.014,23.02
1433245500,0.095,0,0.16,23.02
1433246400,0.085,0,0.045,23.02
1433247300,0.1,0,0,18.72
1433248200,0.1,0,0,18.72
1433249100,0.1,0,0,18.72
1433250000,0.09,0,0.107,18.72
1433250900,0.09,0,0.013,18.05
1433251800,0.085,0,0,18.05
1433252700,0.105,0,0.1,18.05
1433253600,0.12,0,0.065,18.05
1433254500,0.105,0,0.165,17.46
1433255400,0.085,0.03,0.057,17.46
1433256300,0.08,0,0.057,17.46
1433257200,0.1,0,0.159,17.46
1433258100,0.09,0,0.135,17.32
1433259000,0.085,0.205,0.097,17.32
1433259900,0.1,0.075,0.257,17.32
1433260800,0.075,0,0.09,17.32
1433261700,0.075,0.01,0.115,17.4
1433262600,0.095,0,0.298,17.4
1433263500,0.08,0,0.09,17.4
1433264400,0.09,0.01,0.085,17.4
1433265300,0.105,0,0.217,17.55
1433266200,0.105,0,0.138,17.55
1433267100,0.11,0,0.167,17.55
1433268000,0.105,0.01,0.273,17.55
1433268900,0.125,0,0.475,24.03
1433269800,0.12,0,0.146,24.03
1433270700,0.12,0.065,0.102,24.03
1433271600,0.14,0.085,0.118,24.03
1433272500,0.17,0.06,0.092,27.97
1433273400,0.155,0.185,0.198,27.97
1433274300,0.155,0.035,0.176,27.97
1433275200,0.145,0.01,0.083,27.97
1433276100,0.145,0.07,0.142,27.1
1433277000,0.39,0.08,0.206,27.1
1433277900,0.215,0.11,0.064,27.1
1433278800,0.135,0.1,0.048,27.1
1433279700,0.135,0.135,0.239,25.2
1433280600,0.09,0.14,0.055,25.2
1433281500,0.08,0.2,0.056,25.2
1433282400,0.075,0.22,0.22,25.2
1433283300,0.08,0.23,0.058,23.62
1433284200,0.09,0.26,0.094,23.62
1433285100,0.08,0.265,0.198,23.62
1433286000,0.095,0.32,0.077,23.62
1433286900,0.075,0.325,0.084,15.44
1433287800,0.07,0.29,0.169,15.44
1433288700,0.11,0.285,0.078,15.44
1433289600,0.1,0.215,0.045,15.44
1433290500,0.115,0.21,0.225,14.92
1433291400,0.085,0.21,0.048,14.92
1433292300,0.085,0.14,0.11,14.92
1433293200,0.08,0.18,0.181,14.92
1433294100,0.065,0.16,0.066,11.17
1433295000,0.08,0.15,0.138,11.17
1433295900,0.08,0.31,0.14,11.17
1433296800,0.08,0.25,0.059,11.17
1433297700,0.095,0.14,0.11,8.7
1433298600,0.085,0.14,0.159,8.7
1433299500,0.08,0.085,0.06,8.7
1433300400,0.08,0.065,0.154,8.7
1433301300,0.07,0.055,0.135,4.89
1433302200,0.09,0.065,0.071,4.89
1433303100,0.095,0.055,0.248,4.89
1433304000,0.09,0.08,0.169,4.89
1433304900,0.08,0.075,0.089,8.25
1433305800,0.085,0.07,0.282,8.25
1433306700,0.09,0.065,0.749,8.25
1433307600,0.09,0.06,0.364,8.25
1433308500,0.09,0.065,0.061,16.15
1433309400,0.09,0.045,0.019,16.15
1433310300,0.08,0.05,0.005,16.15
1433311200,0.1,0.04,0.096,16.15
1433312100,0.115,0.045,0.051,26.34
1433313000,0.09,0.035,0.003,26.34
1433313900,0.105,0.05,0,26.34
1433314800,0.11,0.03,0.1,26.34
1433315700,0.29,0.02,0,39.46
1433316600,0.125,0.03,0,39.46
1433317500,0.09,0,0,39.46
1433318400,0.105,0.02,0.001,39.46
1433319300,0.128,0.01,0.04,39.36
1433320200,0.36,0.03,0.029,39.36
1433321100,0.185,0.01,0,39.36
1433322000,0.425,0,0,39.36
1433322900,0.448,0,0,33.94
1433323800,0.327,0,0,33.94
1433324700,0.585,0,0,33.94
1433325600,0.402,0,0,33.94
1433326500,0.215,0,0,29.92
1433327400,0.111,0,0,29.92
1433328300,0.124,0,0,29.92
1433329200,0.131,0,0,29.92
1433330100,0.099,0,0,29.9
1433331000,0.08,0,0,29.9
1433331900,0.141,0,0,29.9
1433332800,0.109,0,0.11,29.9
1433333700,0.12,0,0,26.44
1433334600,0.101,0,0,26.44
1433335500,0.094,0,0,26.44
1433336400,0.105,0,0,26.44
1433337300,0.1,0,0.077,25.06
1433338200,0.11,0,0.053,25.06
1433339100,0.1,0,0,25.06
1433340000,0.091,0,0,25.06
1433340900,0.094,0,0,24.88
1433341800,0.091,0,0.063,24.88
1433342700,0.099,0,0.126,24.88
1433343600,0.096,0,0.039,24.88
1433344500,0.1,0.005,0.06,25.06
1433345400,0.099,0.065,0.036,25.06
1433346300,0.091,0,0.216,25.06
1433347200,0.125,0,0.071,25.06
1433348100,0.199,0,0.061,25.99
1433349000,0.156,0,0.091,25.99
1433349900,0.129,0,0.21,25.99
1433350800,0.09,0,0.142,25.99
1433351700,0.301,0,0.08,33.12
1433352600,0.085,0,0.1,33.12
1433353500,0.12,0,0.105,33.12
1433354400,0.154,0,0.607,33.12
1433355300,0.125,0.01,0.291,38.1
1433356200,0.125,0,0.107,38.1
1433357100,0.096,0,0.092,38.1
1433358000,0.105,0.01,0.088,38.1
1433358900,0.194,0.01,0.091,42.08
1433359800,0.18,0,0.079,42.08
1433360700,0.126,0,0.096,42.08
1433361600,0.119,0.015,0.231,42.08
1433362500,0.12,0.12,0.05,43.48
1433363400,0.105,0.07,0.065,43.48
1433364300,0.15,0.055,0.063,43.48
1433365200,0.11,0.075,0.044,43.48
1433366100,0.07,0.125,0.034,41.57
1433367000,0.096,0.135,0.036,41.57
1433367900,0.09,0.14,0.044,41.57
1433368800,0.08,0.14,0.032,41.57
1433369700,0.129,0.15,0.031,40.79
1433370600,0.081,0.15,0.04,40.79
1433371500,0.089,0.16,0.042,40.79
1433372400,0.08,0.14,0.048,40.79
1433373300,0.075,0.195,0.05,36.43
1433374200,0.086,0.165,0.031,36.43
1433375100,0.074,0.185,0.031,36.43
1433376000,0.096,0.165,0.047,36.43
1433376900,0.089,0.18,0.031,37.45
1433377800,0.075,0.17,0.033,37.45
1433378700,0.086,0.18,0.038,37.45
1433379600,0.069,0.19,0.039,37.45
1433380500,0.085,0.18,0.051,30.78
1433381400,0.085,0.18,0.041,30.78
1433382300,0.091,0.15,0.036,30.78
1433383200,0.089,0.16,0.041,30.78
1433384100,0.075,0.15,0.028,30.04
1433385000,0.086,0.16,0.044,30.04
1433385900,0.079,0.15,0.03,30.04
1433386800,0.085,0.16,0.029,30.04
1433387700,0.111,0.13,0.046,29.33
1433388600,0.089,0.105,0.055,29.33
1433389500,0.096,0.085,0.03,29.33
1433390400,0.125,0.11,0.05,29.33
1433391300,0.085,0.1,0.034,28.64
1433392200,0.125,0.115,0.026,28.64
1433393100,0.085,0.105,0.041,28.64
1433394000,0.125,0.11,0.027,28.64
1433394900,0.089,0.11,0.013,26.89
1433395800,0.105,0.095,0.097,26.89
1433396700,0.13,0.095,0.04,26.89
1433397600,0.095,0.075,0.236,26.89
1433398500,0.105,0.055,0.194,31.47
1433399400,0.096,0.04,0,31.47
1433400300,0.12,0.055,0,31.47
1433401200,0.104,0.03,0,31.47
1433402100,0.106,0.01,0.151,34.06
1433403000,0.499,0,0.329,34.06
1433403900,0.156,0,0,34.06
1433404800,0.544,0,0,34.06
1433405700,0.19,0,0,31.63
1433406600,0.105,0,0,31.63
1433407500,0.111,0,0,31.63
1433408400,0.09,0,0,31.63
1433409300,0.1,0,0,28.08
1433410200,0.31,0,0,28.08
1433411100,0.525,0,0,28.08
1433412000,0.29,0,0,28.08
1433412900,0.194,0,0,24.99
1433413800,0.101,0,0.015,24.99
1433414700,0.115,0,0.037,24.99
1433415600,0.13,0,0.097,24.99
1433416500,0.159,0,0.171,23.02
1433417400,0.096,0,0,23.02
1433418300,0.1,0,0,23.02
1433419200,0.119,0,0,23.02
1433420100,0.1,0,0,21.12
1433421000,0.11,0,0,21.12
1433421900,0.095,0,0,21.12
1433422800,0.101,0,0,21.12
1433423700,0.094,0,0,19.72
1433424600,0.096,0,0,19.72
1433425500,0.114,0,0,19.72
1433426400,0.1,0,0,19.72
1433427300,0.111,0,0.009,18.73
1433428200,0.105,0,0.001,18.73
1433429100,0.1,0,0.042,18.73
1433430000,0.095,0,0.056,18.73
1433430900,0.095,0,0.049,19.03
1433431800,0.105,0,0.06,19.03
1433432700,0.09,0,0.073,19.03
1433433600,0.089,0,0.065,19.03
1433434500,0.085,0,0.079,20.01
1433435400,0.085,0,0.09,20.01
1433436300,0.111,0,0.086,20.01
1433437200,0.124,0.02,0.076,20.01
1433438100,0.1,0,0.06,27.94
1433439000,0.105,0,0.074,27.94
1433439900,0.091,0,0.068,27.94
1433440800,0.1,0.015,0.065,27.94
1433441700,0.099,0.005,0.074,33.79
1433442600,0.1,0,0.079,33.79
1433443500,0.105,0,0.079,33.79
1433444400,0.085,0,0.09,33.79
1433445300,0.111,0,0.063,36.92
1433446200,0.139,0,0.067,36.92
1433447100,0.131,0.03,0.071,36.92
1433448000,0.255,0.02,0.077,36.92
1433448900,0.135,0.02,0.082,37.79
1433449800,0.305,0.03,0.053,37.79
1433450700,0.195,0.06,0.067,37.79
1433451600,0.139,0.065,0.071,37.79
1433452500,0.146,0.085,0.062,36.34
1433453400,0.084,0.09,0.039,36.34
1433454300,0.105,0.115,0.057,36.34
1433455200,0.076,0.155,0.031,36.34
1433456100,0.074,0.175,0.032,36.63
1433457000,0.105,0.17,0.041,36.63
1433457900,0.086,0.21,0.032,36.63
1433458800,0.099,0.205,0.037,36.63
1433459700,0.076,0.215,0.05,29.9
1433460600,0.075,0.2,0.05,29.9
1433461500,0.079,0.215,0.042,29.9
1433462400,0.076,0.205,0.035,29.9
1433463300,0.095,0.16,0.035,25.37
1433464200,0.084,0.19,0.038,25.37
1433465100,0.075,0.18,0.031,25.37
1433466000,0.085,0.18,0.043,25.37
1433466900,0.07,0.16,0.028,24.01
1433467800,0.085,0.125,0.042,24.01
1433468700,0.086,0.085,0.057,24.01
1433469600,0.089,0.075,0.048,24.01
1433470500,0.081,0.04,0.024,22.89
1433471400,0.074,0.05,0.048,22.89
1433472300,0.085,0.035,0.032,22.89
1433473200,0.08,0.05,0.027,22.89
1433474100,0.08,0.035,0.049,20.13
1433475000,0.09,0.05,0.032,20.13
1433475900,0.095,0.055,0.029,20.13
1433476800,0.116,0.065,0.051,20.13
1433477700,0.079,0.06,0.051,22.01
1433478600,0.075,0.06,0.038,22.01
1433479500,0.111,0.06,0.037,22.01
1433480400,0.095,0.055,0.034,22.01
1433481300,0.145,0.065,0.025,23.78
1433482200,0.094,0.05,0.007,23.78
1433483100,0.08,0.065,0,23.78
