unixtime,load1,load2,load3,price
1458804600,0.1,0.111,0,35
1458805500,0.145,0.049,0,35
1458806400,0.141,0.055,0,35
1458807300,0.109,0.065,0,34.94
1458808200,0.1,0.045,0,34.94
1458809100,0.121,0.051,0,34.94
1458810000,0.099,0.059,0,34.94
1458810900,0.135,0.015,0,32.4
1458811800,0.14,0.01,0,32.4
1458812700,0.131,0,0,32.4
1458813600,0.119,0.02,0,32.4
1458814500,0.131,0.01,0,31.69
1458815400,0.133,0.01,0,31.69
1458816300,0.236,0.01,0,31.69
1458817200,0.555,0,0,31.69
1458818100,0.345,0,0,31
1458819000,0.365,0.01,0,31
1458819900,0.31,0,0,31
1458820800,0.16,0,0,31
1458821700,0.1,0,0,28.62
1458822600,0.131,0.01,0,28.62
1458823500,0.09,0,0,28.62
1458824400,0.109,0,0,28.62
1458825300,0.099,0.01,0,27.27
1458826200,0.106,0,0,27.27
1458827100,0.105,0,0,27.27
1458828000,0.11,0.01,0,27.27
1458828900,0.099,0,0,26.5
1458829800,0.112,0,0,26.5
1458830700,0.085,0,0,26.5
1458831600,0.109,0.03,0,26.5
1458832500,0.12,0.065,0,25.35
1458833400,0.106,0.02,0,25.35
1458834300,0.09,0.045,0,25.35
1458835200,0.104,0,0.005,25.35
1458836100,0.095,0,0.088,26.6
1458837000,0.1,0.03,0.204,26.6
1458837900,0.084,0,0.233,26.6
1458838800,0.112,0.01,0.117,26.6
1458839700,0.184,0,0.03,30
1458840600,0.16,0,0.048,30
1458841500,0.15,0.01,0.045,30
1458842400,0.155,0,0.08,30
1458843300,0.175,0.01,0.145,32.47
1458844200,0.2,0.01,0.292,32.47
1458845100,0.25,0.005,0.263,32.47
1458846000,0.365,0.005,0.064,32.47
1458846900,0.185,0.01,0.05,35.18
1458847800,0.195,0.01,0.041,35.18
1458848700,0.325,0.01,0.032,35.18
1458849600,0.281,0,0.108,35.18
1458850500,0.229,0,0.083,33.97
1458851400,0.225,0.01,0.087,33.97
1458852300,0.205,0.01,0.066,33.97
1458853200,0.225,0,0.058,33.97
1458854100,0.195,0,0.054,25.96
1458855000,0.26,0.01,0.034,25.96
1458855900,0.155,0,0.035,25.96
1458856800,0.16,0,0.047,25.96
1458857700,0.115,0.011,0.055,25.06
1458858600,0.125,0,0.06,25.06
1458859500,0.125,0,0.05,25.06
1458860400,0.13,0,0.046,25.06
1458861300,0.115,0.01,0.035,22.52
1458862200,0.125,0.02,0.04,22.52
1458863100,0.13,0,0.06,22.52
1458864000,0.12,0,0.027,22.52
1458864900,0.11,0,0.035,23.92
1458865800,0.14,0,0.051,23.92
1458866700,0.085,0,0.067,23.92
1458867600,0.09,0,0.05,23.92
1458868500,0.09,0.004,0.041,21.07
1458869400,0.1,0.005,0.038,21.07
1458870300,0.075,0,0.034,21.07
1458871200,0.11,0,0.038,21.07
1458872100,0.09,0.12,0.058,21
1458873000,0.091,0.096,0.031,21
1458873900,0.109,0.099,0.03,21
1458874800,0.075,0.12,0.064,21
1458875700,0.085,0.085,0.057,20
1458876600,0.105,0.085,0.034,20
1458877500,0.11,0.1,0,20
1458878400,0.09,0.055,0,20
1458879300,0.135,0.08,0,20.01
1458880200,0.075,0.075,0,20.01
1458881100,0.13,0.056,0,20.01
1458882000,0.086,0.039,0,20.01
1458882900,0.114,0.055,0,20.3
1458883800,0.075,0.04,0,20.3
1458884700,0.146,0.05,0,20.3
1458885600,0.09,0.072,0,20.3
1458886500,0.214,0.053,0,20.26
1458887400,0.155,0.05,0,20.26
1458888300,0.19,0.055,0,20.26
1458889200,0.16,0.04,0,20.26
1458890100,0.111,0.056,0,20.39
1458891000,0.085,0.059,0,20.39
1458891900,0.139,0.055,0,20.39
1458892800,0.101,0.065,0,20.39
1458893700,0.138,0.09,0,21.85
1458894600,0.441,0.05,0,21.85
1458895500,0.445,0.05,0,21.85
1458896400,0.215,0.035,0,21.85
1458897300,0.145,0.015,0,23.85
1458898200,0.13,0.01,0,23.85
1458899100,0.14,0,0,23.85
1458900000,0.135,0,0,23.85
1458900900,0.18,0.01,0,27.26
1458901800,0.15,0,0,27.26
1458902700,0.136,0.01,0,27.26
1458903600,0.17,0.01,0,27.26
1458904500,0.165,0.01,0,28.91
1458905400,0.215,0.011,0,28.91
1458906300,0.829,0,0,28.91
1458907200,0.81,0,0,28.91
1458908100,0.819,0.01,0,27.87
1458909000,0.476,0,0,27.87
1458909900,0.186,0,0,27.87
1458910800,0.17,0.01,0,27.87
1458911700,0.104,0,0,27.06
1458912600,0.105,0,0,27.06
1458913500,0.235,0,0,27.06
1458914400,0.495,0.01,0,27.06
1458915300,0.205,0,0,26.01
1458916200,0.545,0,0,26.01
1458917100,0.13,0,0,26.01
1458918000,0.125,0,0,26.01
1458918900,0.105,0,0,24.44
1458919800,0.145,0,0,24.44
1458920700,0.125,0,0.021,24.44
1458921600,0.115,0,0.009,24.44
1458922500,0.109,0,0,23.5
1458923400,0.126,0,0,23.5
1458924300,0.124,0,0,23.5
1458925200,0.146,0,0.015,23.5
1458926100,0.155,0,0.03,26.1
1458927000,0.175,0,0.04,26.1
1458927900,0.15,0.009,0.057,26.1
1458928800,0.215,0,0.078,26.1
1458929700,0.135,0,0.091,29.44
1458930600,0.135,0,0.099,29.44
1458931500,0.15,0,0.065,29.44
1458932400,0.125,0.01,0.074,29.44
1458933300,0.16,0.01,0.058,33.08
1458934200,0.15,0,0.058,33.08
1458935100,0.166,0.01,0.041,33.08
1458936000,0.164,0,0.049,33.08
1458936900,0.155,0,0.066,32.95
1458937800,0.18,0,0.069,32.95
1458938700,0.185,0,0.074,32.95
1458939600,0.15,0.01,0.052,32.95
1458940500,0.225,0,0.048,31.48
1458941400,0.17,0,0.051,31.48
1458942300,0.13,0,0.05,31.48
1458943200,0.165,0,0.041,31.48
1458944100,0.12,0,0.048,30.12
1458945000,0.14,0.01,0.031,30.12
1458945900,0.125,0.01,0.039,30.12
1458946800,0.13,0,0.071,30.12
1458947700,0.11,0,0.07,30
1458948600,0.12,0.01,0.046,30
1458949500,0.085,0,0.04,30
1458950400,0.095,0,0.043,30
1458951300,0.075,0,0.041,28.07
1458952200,0.105,0,0.039,28.07
1458953100,0.085,0,0.052,28.07
1458954000,0.07,0.01,0.037,28.07
1458954900,0.11,0,0.046,24.08
1458955800,0.101,0,0.066,24.08
1458956700,0.09,0,0.06,24.08
1458957600,0.095,0,0.038,24.08
1458958500,0.084,0,0.032,21.11
1458959400,0.081,0.01,0.045,21.11
1458960300,0.104,0,0.045,21.11
1458961200,0.09,0,0.042,21.11
1458962100,0.099,0,0.048,20
1458963000,0.085,0,0.026,20
1458963900,0.106,0.01,0.005,20
1458964800,0.13,0,0.004,20
1458965700,0.08,0,0,20
1458966600,0.145,0.01,0.075,20
1458967500,0.105,0,0.022,20
1458968400,0.12,0,0.003,20
1458969300,0.096,0,0,20.01
1458970200,0.114,0,0.005,20.01
1458971100,0.09,0,0.005,20.01
1458972000,0.12,0,0,20.01
1458972900,0.14,0.01,0,20.01
1458973800,0.126,0,0,20.01
1458974700,0.099,0,0,20.01
1458975600,0.125,0.005,0,20.01
1458976500,0.125,0.005,0,21.69
1458977400,0.1,0,0,21.69
1458978300,0.115,0,0,21.69
1458979200,0.12,0,0,21.69
1458980100,0.18,0,0,22.49
1458981000,0.131,0,0,22.49
1458981900,0.134,0.01,0,22.49
1458982800,0.17,0,0,22.49
1458983700,0.145,0,0,24
1458984600,0.221,0,0,24
1458985500,0.184,0,0,24
1458986400,0.135,0.01,0,24
1458987300,0.101,0.005,0,21.6
1458988200,0.169,0.005,0,21.6
1458989100,0.145,0.01,0,21.6
1458990000,0.14,0.046,0,21.6
1458990900,0.13,0.074,0,19.97
1458991800,0.13,0.03,0,19.97
1458992700,0.145,0.04,0,19.97
1458993600,0.145,0.111,0,19.97
1458994500,0.15,0.119,0,19.06
1458995400,0.225,0.01,0,19.06
1458996300,0.495,0.01,0,19.06
1458997200,0.105,0.01,0,19.06
1458998100,0.125,0.01,0,18.07
1458999000,0.13,0.01,0,18.07
1458999900,0.11,0.055,0,18.07
1459000800,0.114,0.036,0,18.07
1459001700,0.117,0.019,0,16.28
1459002600,0.109,0.38,0,16.28
1459003500,0.109,0.57,0,16.28
1459004400,0.096,0.41,0,16.28
1459005300,0.12,0.395,0,15.75
1459006200,0.19,0.295,0,15.75
1459007100,0.08,0.31,0,15.75
1459008000,0.09,0.01,0,15.75
1459008900,0.1,0,0,15.85
1459009800,0.095,0,0.12,15.85
1459010700,0.144,0.01,0.24,15.85
1459011600,0.091,0.01,0.14,15.85
1459012500,0.111,0,0.085,19.39
1459013400,0.144,0.01,0.056,19.39
1459014300,0.196,0.01,0.089,19.39
1459015200,0.245,0.01,0.055,19.39
1459016100,0.174,0,0.06,21.32
1459017000,0.22,0,0.062,21.32
1459017900,0.236,0.005,0.078,21.32
1459018800,0.269,0.005,0.091,21.32
1459019700,0.225,0,0.139,22.12
1459020600,0.315,0,0.1,22.12
1459021500,0.185,0.165,0.065,22.12
1459022400,0.211,0.18,0.071,22.12
1459023300,0.205,0.191,0.099,20.75
1459024200,0.194,0.219,0.11,20.75
1459025100,0.195,0.21,0.095,20.75
1459026000,0.215,0.21,0.075,20.75
1459026900,0.186,0.225,0.065,17.99
1459027800,0.219,0.205,0.063,17.99
1459028700,0.255,0.17,0.073,17.99
1459029600,0.21,0.261,0.065,17.99
1459030500,0.145,0.229,0.047,17.91
1459031400,0.145,0.17,0.048,17.91
1459032300,0.145,0.195,0.069,17.91
1459033200,0.136,0.176,0.07,17.91
1459034100,0.114,0.159,0.061,14.66
1459035000,0.16,0.16,0.056,14.66
1459035900,0.115,0.145,0.038,14.66
1459036800,0.12,0.155,0.044,14.66
1459037700,0.119,0.18,0.067,7.33
1459038600,0.091,0.16,0.049,7.33
1459039500,0.095,0.165,0.049,7.33
1459040400,0.096,0.165,0.072,7.33
1459041300,0.09,0.16,0.059,3.04
1459042200,0.099,0.15,0.051,3.04
1459043100,0.1,0.141,0.065,3.04
1459044000,0.131,0.109,0.044,3.55
1459044900,0.094,0.09,0.041,4.06
1459045800,0.105,0.1,0.049,4.57
1459046700,0.105,0.075,0.05,5.08
1459047600,0.095,0.075,0.063,5.59
1459048500,0.085,0.085,0.06,6.1
1459049400,0.135,0.085,0.049,6.1
1459050300,0.105,0.095,0.11,6.1
1459051200,0.106,0.1,0.02,6.1
1459052100,0.124,0.075,0.022,4.02
1459053000,0.14,0.075,0.001,4.02
1459053900,0.124,0.06,0.01,4.02
1459054800,0.122,0.04,0.01,4.02
1459055700,0.119,0.055,0,4.02
1459056600,0.115,0.075,0,4.02
1459057500,0.091,0.041,0,4.02
1459058400,0.114,0.039,0,4.02
1459059300,0.08,0.055,0,0.91
1459060200,0.186,0.035,0,0.91
1459061100,0.514,0.055,0,0.91
1459062000,0.16,0.076,0,0.91
1459062900,0.145,0.064,0,4.63
1459063800,0.385,0.055,0,4.63
1459064700,0.27,0.065,0,4.63
1459065600,0.37,0.05,0,4.63
1459066500,0.34,0.055,0,7.5
1459067400,0.345,0.08,0,7.5
1459068300,0.33,0.07,0,7.5
1459069200,0.25,0.066,0,7.5
1459070100,0.24,0.049,0,8.91
1459071000,0.23,0.015,0,8.91
1459071900,0.16,0.02,0,8.91
1459072800,0.145,0.01,0,8.91
1459073700,0.119,0.04,0,10.99
1459074600,0.126,0,0,10.99
1459075500,0.465,0.03,0,10.99
1459076400,0.741,0.13,0,10.99
1459077300,0.219,0.05,0,11.16
1459078200,0.135,0.01,0,11.16
1459079100,0.15,0,0,11.16
1459080000,0.135,0,0.01,11.16
1459080900,0.18,0.01,0,11.49
1459081800,0.17,0,0,11.49
1459082700,0.19,0.01,0,11.49
1459083600,0.165,0,0,11.49
1459084500,0.16,0.01,0,9.19
1459085400,0.13,0,0,9.19
1459086300,0.13,0.01,0,9.19
1459087200,0.15,0.015,0,9.19
1459088100,0.13,0.015,0,6.49
1459089000,0.166,0,0,6.49
1459089900,0.099,0.02,0,6.49
1459090800,0.12,0,0,6.49
1459091700,0.111,0.01,0,6.92
1459092600,0.159,0,0.035,6.92
1459093500,0.145,0,0.35,6.92
1459094400,0.16,0,0.115,6.92
1459095300,0.18,0.02,0.165,7.47
1459096200,0.17,0.011,0.215,7.47
1459097100,0.24,0.01,0.035,7.47
1459098000,0.165,0.02,0.06,7.47
1459098900,0.135,0.009,0.085,13.06
1459099800,0.19,0,0.075,13.06
1459100700,0.13,0.01,0.075,13.06
1459101600,0.175,0.01,0.089,13.06
1459102500,0.285,0,0.085,14.94
1459103400,0.21,0.01,0.104,14.94
1459104300,0.135,0,0.111,14.94
1459105200,0.145,0.01,0.109,14.94
1459106100,0.14,0,0.09,19.6
1459107000,0.135,0.01,0.097,19.6
1459107900,0.145,0,0.08,19.6
1459108800,0.175,0.01,0.051,19.6
1459109700,0.13,0.01,0.049,22.86
1459110600,0.146,0,0.05,22.86
1459111500,0.114,0.02,0.03,22.86
1459112400,0.1,0.005,0.05,22.86
1459113300,0.094,0.005,0.075,20.36
1459114200,0.112,0.01,0.065,20.36
1459115100,0.075,0,0.05,20.36
1459116000,0.114,0.01,0.059,20.36
1459116900,0.131,0,0.042,19.98
1459117800,0.089,0,0.05,19.98
1459118700,0.105,0,0.059,19.98
1459119600,0.08,0,0.045,19.98
1459120500,0.151,0.01,0.035,18.5
1459121400,0.109,0,0.057,18.5
1459122300,0.115,0,0.074,18.5
1459123200,0.16,0,0.054,18.5
1459124100,0.121,0,0.045,12.88
1459125000,0.114,0.01,0.041,12.88
1459125900,0.11,0,0.034,12.88
1459126800,0.085,0.01,0.045,12.88
1459127700,0.095,0,0.059,8.28
1459128600,0.115,0.16,0.042,8.28
1459129500,0.08,0.225,0.048,8.28
1459130400,0.125,0.16,0.061,8.28
1459131300,0.074,0.15,0.06,7.43
1459132200,0.096,0.15,0.05,7.43
1459133100,0.106,0.14,0.049,7.43
1459134000,0.094,0.15,0.033,7.43
1459134900,0.11,0.14,0.03,6.5
1459135800,0.11,0.13,0.049,6.5
1459136700,0.101,0.14,0.044,6.5
1459137600,0.129,0.135,0.02,6.5
1459138500,0.094,0.136,0,5.27
1459139400,0.121,0.139,0,5.27
1459140300,0.135,0.075,0.048,5.27
1459141200,0.12,0.061,0.012,5.27
1459142100,0.119,0.059,0.09,6.28
1459143000,0.107,0.06,0.02,6.28
1459143900,0.129,0.05,0,6.28
1459144800,0.14,0.076,0,6.28
1459145700,0.105,0.074,0,5.86
1459146600,0.535,0.06,0,5.86
1459147500,0.386,0.06,0,5.86
1459148400,0.309,0.051,0,5.86
1459149300,0.175,0.034,0,5.96
1459150200,0.16,0.045,0,5.96
1459151100,0.146,0.065,0,5.96
1459152000,0.33,0.055,0,5.96
1459152900,0.949,0.051,0,3.99
1459153800,0.615,0.044,0,3.99
1459154700,0.435,0.075,0,3.99
1459155600,0.59,0.055,0,3.99
1459156500,0.3,0.035,0,3.41
1459157400,0.23,0.031,0,3.41
1459158300,0.835,0.039,0,3.41
1459159200,0.9,0.05,0,3.41
1459160100,0.441,0.21,0,2.68
1459161000,0.169,0.06,0,2.68
1459161900,0.14,0.205,0,2.68
1459162800,0.1,0.05,0,2.68
1459163700,0.085,0.005,0,0.07
1459164600,0.12,0.02,0,0.07
1459165500,0.11,0,0,0.07
1459166400,0.115,0,0,0.07
1459167300,0.145,0,0,-4.01
1459168200,0.42,0.01,0,-4.01
1459169100,0.77,0,0,-4.01
1459170000,0.155,0,0,-4.01
1459170900,0.13,0,0,-28.68
1459171800,0.165,0.01,0,-28.68
1459172700,0.171,0,0,-28.68
1459173600,0.144,0,0,-28.68
1459174500,0.235,0,0,-38.45
1459175400,0.4,0.02,0,-38.45
1459176300,1.096,0.066,0,-38.45
1459177200,1.175,0.025,0,-38.45
1459178100,0.494,0.009,0,-19.92
1459179000,0.14,0,0,-19.92
1459179900,0.16,0,0,-19.92
1459180800,0.14,0.01,0.01,-19.92
1459181700,0.16,0,0.01,-13.82
1459182600,0.116,0.01,0,-13.82
1459183500,0.134,0,0,-13.82
1459184400,0.17,0.01,0,-13.82
1459185300,0.15,0,0.025,-4.2
1459186200,0.14,0.01,0.053,-4.2
1459187100,0.16,0,0.052,-4.2
1459188000,0.135,0,0.035,-4.2
1459188900,0.175,0.01,0.051,7.45
1459189800,0.13,0,0.065,7.45
1459190700,0.175,0.01,0.044,7.45
1459191600,0.135,0,0.04,7.45
1459192500,0.165,0.01,0.04,11.79
1459193400,0.315,0,0.033,11.79
1459194300,0.19,0,0.037,11.79
1459195200,0.175,0,0.06,11.79
1459196100,0.2,0.01,0.071,17.02
1459197000,0.6,0,0.039,17.02
1459197900,0.33,0.03,0.039,17.02
1459198800,0.135,0,0.051,17.02
1459199700,0.12,0,0.048,11.47
1459200600,0.14,0.02,0.042,11.47
1459201500,0.13,0,0.045,11.47
1459202400,0.165,0.01,0.035,11.47
1459203300,0.14,0,0.05,16.29
1459204200,0.11,0,0.07,16.29
1459205100,0.09,0.01,0.051,16.29
1459206000,0.08,0,0.038,16.29
1459206900,0.08,0,0.04,12.98
1459207800,0.085,0.01,0.042,12.98
1459208700,0.085,0,0.048,12.98
1459209600,0.085,0,0.057,12.98
1459210500,0.066,0,0.054,11.51
1459211400,0.085,0,0.05,11.51
1459212300,0.064,0.155,0.031,11.51
1459213200,0.085,0.161,0.048,11.51
1459214100,0.08,0.159,0.05,9.14
1459215000,0.09,0.165,0.046,9.14
1459215900,0.075,0.145,0.035,9.14
1459216800,0.101,0.12,0.043,9.14
1459217700,0.069,0.135,0.057,11.95
1459218600,0.111,0.115,0.064,11.95
1459219500,0.075,0.1,0.046,11.95
1459220400,0.094,0.1,0.035,11.95
1459221300,0.1,0.095,0.035,9.23
1459222200,0.109,0.075,0.048,9.23
1459223100,0.141,0.08,0.017,9.23
1459224000,0.175,0.08,0,9.23
1459224900,0.195,0.07,0.01,8.3
1459225800,0.165,0.095,0,8.3
1459226700,0.09,0.1,0,8.3
1459227600,0.14,0.08,0,8.3
1459228500,0.19,0.085,0,13.49
1459229400,0.191,0.045,0,13.49
1459230300,0.144,0.04,0,13.49
1459231200,0.13,0.045,0,13.49
1459232100,0.08,0.061,0,25.35
1459233000,0.105,0.054,0,25.35
1459233900,0.105,0.055,0,25.35
1459234800,0.086,0.045,0,25.35
1459235700,0.074,0.04,0,31.52
1459236600,0.115,0.045,0,31.52
1459237500,0.071,0.055,0,31.52
1459238400,0.094,0.1,0,31.52
1459239300,0.11,0.065,0,31.43
1459240200,0.11,0.07,0,31.43
1459241100,0.09,0.035,0,31.43
1459242000,0.145,0.02,0,31.43
1459242900,0.095,0.005,0,26.37
1459243800,0.111,0.005,0,26.37
1459244700,0.099,0.02,0,26.37
1459245600,0.11,0.12,0,26.37
1459246500,0.115,0.031,0,21.76
1459247400,0.115,0.049,0,21.76
1459248300,0.12,0.07,0,21.76
1459249200,0.101,0,0,21.76
1459250100,0.109,0.01,0,21.06
1459251000,0.1,0,0,21.06
1459251900,0.11,0,0,21.06
1459252800,0.101,0,0,21.06
1459253700,0.099,0.01,0,20.43
1459254600,0.08,0,0,20.43
1459255500,0.09,0,0,20.43
1459256400,0.09,0,0,20.43
1459257300,0.1,0.01,0.005,19.99
1459258200,0.105,0,0.005,19.99
1459259100,0.085,0.01,0,19.99
1459260000,0.09,0,0,19.99
1459260900,0.091,0.01,0,19.08
1459261800,0.09,0.015,0,19.08
1459262700,0.075,0.125,0.034,19.08
1459263600,0.099,0.04,0.04,19.08
1459264500,0.09,0.01,0.051,19.05
1459265400,0.441,0.01,0.015,19.05
1459266300,0.144,0,0.005,19.05
1459267200,0.151,0.01,0.005,19.05
1459268100,0.184,0.01,0,19.14
1459269000,0.855,0,0.02,19.14
1459269900,0.81,0.01,0.01,19.14
1459270800,0.321,0.01,0.02,19.14
1459271700,0.269,0,0.035,21.48
1459272600,0.155,0,0.04,21.48
1459273500,0.271,0,0.049,21.48
1459274400,0.264,0.01,0.039,21.48
1459275300,0.21,0,0.048,30.07
1459276200,0.19,0,0.059,30.07
1459277100,0.215,0,0.054,30.07
1459278000,0.195,0.01,0.039,30.07
1459278900,0.18,0,0.031,35.79
1459279800,0.185,0.01,0.046,35.79
1459280700,0.16,0.01,0.035,35.79
1459281600,0.17,0,0.05,35.79
1459282500,0.15,0.01,0.057,39.54
1459283400,0.17,0,0.054,39.54
1459284300,0.131,0,0.034,39.54
1459285200,0.119,0.005,0.045,39.54
1459286100,0.075,0.005,0.058,32.64
1459287000,0.095,0,0.04,32.64
1459287900,0.085,0,0.033,32.64
1459288800,0.089,0.011,0.05,32.64
1459289700,0.112,0,0.052,28.56
1459290600,0.08,0,0.057,28.56
1459291500,0.09,0,0.051,28.56
1459292400,0.064,0.01,0.041,28.56
1459293300,0.085,0,0.03,22.72
1459294200,0.069,0,0.037,22.72
1459295100,0.091,0,0.061,22.72
1459296000,0.08,0.01,0.042,22.72
1459296900,0.079,0,0.048,24.9
1459297800,0.085,0,0.055,24.9
1459298700,0.076,0,0.045,24.9
1459299600,0.085,0,0.041,24.9
1459300500,0.07,0.01,0.049,22
1459301400,0.095,0,0.033,22
1459302300,0.1,0,0.027,22
1459303200,0.085,0,0.056,22
1459304100,0.096,0,0.057,20.87
1459305000,0.099,0,0.048,20.87
1459305900,0.081,0.009,0.029,20.87
1459306800,0.094,0,0.041,20.87
1459307700,0.1,0,0.043,19.92
1459308600,0.1,0,0.035,19.92
1459309500,0.15,0,0.023,19.92
1459310400,0.17,0,0.013,19.92
1459311300,0.175,0.01,0,20.18
1459312200,0.13,0,0,20.18
1459313100,0.13,0,0,20.18
1459314000,0.085,0,0,20.18
1459314900,0.2,0,0,21.65
1459315800,0.195,0.04,0,21.65
1459316700,0.645,0.105,0,21.65
1459317600,0.635,0.1,0,21.65
1459318500,0.2,0.1,0,29.6
1459319400,0.14,0.08,0,29.6
1459320300,0.115,0.08,0,29.6
1459321200,0.125,0.09,0,29.6
1459322100,0.111,0.085,0,29.89
1459323000,0.084,0.105,0,29.89
1459323900,0.1,0.16,0,29.89
1459324800,0.105,0.145,0,29.89
1459325700,0.125,0.08,0,27.95
1459326600,0.586,0.1,0,27.95
1459327500,0.244,0.1,0,27.95
1459328400,0.589,0.081,0,27.95
1459329300,0.157,0.094,0,31.93
1459330200,0.08,0.07,0,31.93
1459331100,0.099,0.035,0,31.93
1459332000,0.09,0.051,0,31.93
1459332900,0.09,0.02,0,29.65
1459333800,0.07,0.01,0,29.65
1459334700,0.09,0.029,0,29.65
1459335600,0.195,0.03,0,29.65
1459336500,0.1,0.01,0,27.16
1459337400,0.111,0,0,27.16
1459338300,0.104,0,0,27.16
1459339200,0.1,0,0,27.16
1459340100,0.085,0,0,26.89
1459341000,0.105,0.01,0,26.89
1459341900,0.085,0,0,26.89
1459342800,0.11,0.01,0,26.89
1459343700,0.105,0.01,0,22.25
1459344600,0.099,0,0,22.25
1459345500,0.112,0,0,22.25
1459346400,0.114,0.01,0,22.25
1459347300,0.109,0.01,0,22.3
1459348200,0.106,0,0,22.3
1459349100,0.11,0.01,0,22.3
1459350000,0.09,0,0,22.3
1459350900,0.109,0.01,0,22.23
1459351800,0.081,0,0,22.23
1459352700,0.08,0,0,22.23
1459353600,0.505,0,0,22.23
1459354500,0.76,0.01,0,25.64
1459355400,0.781,0,0.01,25.64
1459356300,0.609,0,0.017,25.64
1459357200,0.255,0,0.028,25.64
1459358100,0.475,0.01,0.05,29.04
1459359000,0.78,0,0.031,29.04
1459359900,0.265,0,0.04,29.04
1459360800,0.225,0.01,0.064,29.04
1459361700,0.155,0,0.05,31.9
1459362600,0.195,0,0.035,31.9
1459363500,0.155,0,0.03,31.9
1459364400,0.19,0.035,0.04,31.9
1459365300,0.18,0.125,0.035,37.42
1459366200,0.22,0.195,0.045,37.42
1459367100,0.175,0.201,0.069,37.42
1459368000,0.236,0.179,0.05,37.42
1459368900,0.254,0.19,0.03,37
1459369800,0.14,0.18,0.04,37
1459370700,0.125,0.206,0.051,37
1459371600,0.125,0.284,0.032,37
1459372500,0.146,0.206,0.033,34.65
1459373400,0.099,0.224,0.055,34.65
1459374300,0.13,0.215,0.05,34.65
1459375200,0.065,0.215,0.051,34.65
1459376100,0.085,0.22,0.048,30.38
1459377000,0.105,0.245,0.033,30.38
1459377900,0.085,0.28,0.021,30.38
1459378800,0.074,0.265,0.05,30.38
1459379700,0.066,0.46,0.047,27.25
1459380600,0.085,0.335,0.05,27.25
1459381500,0.065,0.255,0.04,27.25
1459382400,0.09,0.235,0.057,27.25
1459383300,0.08,0.235,0.034,23.34
1459384200,0.085,0.235,0.039,23.34
1459385100,0.07,0.225,0.05,23.34
1459386000,0.076,0.22,0.028,23.34
1459386900,0.075,0.2,0.032,22.27
1459387800,0.09,0.18,0.06,22.27
1459388700,0.109,0.185,0.07,22.27
1459389600,0.08,0.215,0.032,22.27
1459390500,0.085,0.19,0.027,21.5
1459391400,0.1,0.171,0.041,21.5
1459392300,0.085,0.169,0.04,21.5
1459393200,0.07,0.15,0.04,21.5
1459394100,0.12,0.15,0.049,21.11
1459395000,0.085,0.12,0.029,21.11
1459395900,0.155,0.12,0.017,21.11
1459396800,0.14,0.12,0.01,21.11
1459397700,0.205,0.14,0,21.29
1459398600,0.154,0.1,0,21.29
1459399500,0.091,0.105,0,21.29
1459400400,0.106,0.071,0,21.29
1459401300,0.104,0.039,0,22.86
1459402200,0.146,0.06,0,22.86
1459403100,0.184,0.075,0,22.86
1459404000,0.194,0.055,0,22.86
1459404900,0.081,0.041,0,29.08
1459405800,0.089,0.059,0,29.08
1459406700,0.096,0.06,0,29.08
1459407600,0.085,0.065,0,29.08
1459408500,0.11,0.076,0,36.09
1459409400,0.1,0.064,0,36.09
1459410300,0.266,0.095,0,36.09
1459411200,0.134,0.23,0,36.09
1459412100,0.115,0.096,0,40.96
1459413000,0.126,0.109,0,40.96
1459413900,0.104,0.185,0,40.96
1459414800,0.13,0.065,0,40.96
1459415700,0.115,0.015,0,36.46
1459416600,0.11,0.01,0,36.46
1459417500,0.121,0.32,0,36.46
1459418400,0.159,0.01,0,36.46
1459419300,0.45,0.021,0,34.64
1459420200,0.191,0.159,0,34.64
1459421100,0.379,0.135,0,34.64
1459422000,0.145,0.005,0,34.64
1459422900,0.285,0.01,0,33.95
1459423800,0.12,0.01,0,33.95
1459424700,0.096,0,0,33.95
1459425600,0.104,0,0,33.95
1459426500,0.11,0,0,30.03
1459427400,0.11,0,0,30.03
1459428300,0.111,0.01,0,30.03
1459429200,0.124,0,0,30.03
1459430100,0.095,0,0,30.03
1459431000,0.106,0,0,30.03
1459431900,0.104,0,0,30.03
1459432800,0.095,0,0,30.03
1459433700,0.1,0,0,27.92
1459434600,0.084,0,0,27.92
1459435500,0.175,0,0,27.92
1459436400,0.101,0,0,27.92
1459437300,0.091,0,0,25.12
1459438200,0.124,0,0.01,25.12
1459439100,0.1,0,0,25.12
1459440000,0.075,0,0,25.12
1459440900,0.251,0,0,24.73
1459441800,0.354,0,0.014,24.73
1459442700,0.28,0,0.046,24.73
1459443600,0.52,0.01,0.046,24.73
1459444500,0.15,0,0.04,24.93
1459445400,0.181,0,0.055,24.93
1459446300,0.149,0.01,0.045,24.93
1459447200,0.125,0,0.037,24.93
1459448100,0.14,0,0.032,27.44
1459449000,0.12,0,0.04,27.44
1459449900,0.165,0.02,0.051,27.44
1459450800,0.17,0.02,0.054,27.44
1459451700,0.16,0,0.05,31.07
1459452600,0.165,0.01,0.024,31.07
1459453500,0.16,0,0.032,31.07
1459454400,0.185,0,0.059,31.07
1459455300,0.165,0,0.038,31.99
1459456200,0.181,0.01,0.033,31.99
1459457100,0.134,0,0.044,31.99
1459458000,0.165,0,0.054,31.99
1459458900,0.16,0,0.051,25.35
