load1,load2,load3,price
0.075,0.12,0.249,41.2
0.121,0.22,0.124,41.2
0.105,0.16,0.153,33.23
0.08,0.17,0.229,33.23
0.095,0.115,0.07,33.23
0.109,0.1,0.248,33.23
0.066,0.135,0.053,30.86
0.149,0.21,0.185,30.86
0.15,0.185,0.125,30.86
0.156,0.205,0.23,30.86
0.125,0.21,0.06,30.48
0.09,0.3,0.253,30.48
0.089,0.19,0.077,30.48
0.071,0.16,0.156,30.48
0.094,0.16,0.131,27.02
0.071,0.17,0.125,27.02
0.08,0.16,0.168,27.02
0.069,0.15,0.175,27.02
0.08,0.285,0.106,17.23
0.075,0.24,0.239,17.23
0.095,0.27,0.09,17.23
0.096,0.265,0.175,17.23
0.09,0.22,0.106,17.23
0.09,0.215,0.245,17.23
0.065,0.23,0.056,17.23
0.109,0.195,0.187,17.23
0.09,0.17,0.092,17.55
0.08,0.21,0.238,17.55
0.11,0.21,0.051,17.55
0.09,0.16,0.244,17.55
0.081,0.15,0.141,17.92
0.079,0.12,0.247,17.92
0.106,0.055,0.129,17.92
0.109,0.06,0.182,17.92
0.135,0.04,0.17,18.76
0.091,0.04,0.0,18.76
0.124,0.065,0.12,18.76
0.115,0.06,0.01,18.76
0.116,0.06,0.126,17.24
0.125,0.075,0.014,17.24
0.079,0.14,0.088,17.24
0.121,0.085,0.005,17.24
0.09,0.125,0.052,17.61
0.119,0.09,0.019,17.61
0.091,0.055,0.036,17.61
0.089,0.075,0.0,17.61
0.13,0.07,0.0,19.54
0.215,0.075,0.0,19.54
0.58,0.085,0.0,19.54
0.19,0.06,0.12,19.54
0.55,0.05,0.01,32.01
0.155,0.055,0.0,32.01
0.145,0.04,0.0,32.01
0.095,0.05,0.0,32.01
0.115,0.05,0.0,32.07
0.075,0.055,0.019,32.07
0.111,0.07,0.041,32.07
0.109,0.11,0.0,32.07
0.146,0.115,0.0,28.15
0.104,0.24,0.0,28.15
0.375,0.25,0.0,28.15
0.83,0.225,0.023,28.15
0.33,0.155,0.047,29.09
0.346,0.135,0.0,29.09
0.814,0.145,0.0,29.09
0.846,0.12,0.0,29.09
0.789,0.13,0.0,25.97
0.535,0.09,0.0,25.97
0.486,0.11,0.01,25.97
0.259,0.065,0.0,25.97
0.226,0.0,0.046,24.51
0.225,0.01,0.014,24.51
0.165,0.03,0.0,24.51
0.154,0.0,0.01,24.51
1.121,0.01,0.0,23.91
1.125,0.0,0.0,23.91
0.475,0.02,0.08,23.91
0.154,0.13,0.0,23.91
0.15,0.165,0.017,25.96
0.14,0.49,0.113,25.96
0.16,0.14,0.0,25.96
0.135,0.11,0.091,25.96
0.121,0.08,0.071,32.28
0.134,0.105,0.04,32.28
0.116,0.085,0.159,32.28
0.074,0.095,0.127,32.28
0.101,0.105,0.267,41.5
0.119,0.09,0.132,41.5
0.095,0.1,0.317,41.5
0.131,0.12,0.17,41.5
0.089,0.12,0.199,34.74
0.09,0.13,0.114,34.74
0.12,0.23,0.278,34.74
0.111,0.15,0.098,34.74
0.085,0.17,0.275,28.93
0.13,0.16,0.1,28.93
0.105,0.15,0.25,28.93
0.134,0.145,0.134,28.93
0.16,0.055,0.241,17.28
0.16,0.17,0.08,17.28
0.12,0.19,0.244,17.28
0.14,0.175,0.092,17.28
0.141,0.165,0.243,15.0
0.104,0.15,0.093,15.0
0.125,0.265,0.259,15.0
0.135,0.125,0.114,15.0
0.121,0.19,0.173,16.44
0.114,0.11,0.129,16.44
0.165,0.14,0.167,16.44
0.09,0.16,0.183,16.44
0.08,0.105,0.112,13.05
0.1,0.08,0.232,13.05
0.085,0.09,0.073,13.05
0.075,0.075,0.251,13.05
0.09,0.075,0.18,14.95
0.106,0.09,0.094,14.95
0.095,0.09,0.225,14.95
0.09,0.085,0.076,14.95
0.085,0.11,0.188,9.96
0.099,0.085,0.105,9.96
0.076,0.08,0.219,9.96
0.119,0.085,0.093,9.96
0.08,0.19,0.218,10.64
0.111,0.14,0.171,10.64
0.1,0.17,0.118,10.64
0.09,0.14,0.248,10.64
0.094,0.11,0.04,10.62
0.095,0.14,0.217,10.62
0.105,0.12,0.18,10.62
0.145,0.12,0.14,10.62
0.096,0.12,0.107,10.63
0.13,0.1,0.083,10.63
0.099,0.1,0.266,10.63
0.136,0.105,0.444,10.63
0.104,0.085,0.0,6.87
0.13,0.055,0.0,6.87
0.091,0.16,0.17,6.87
0.129,0.125,0.014,6.87
0.1,0.125,0.096,4.47
0.116,0.18,0.048,4.47
0.09,0.08,0.062,4.47
0.109,0.075,0.01,4.47
0.12,0.085,0.001,9.25
0.176,0.07,0.042,9.25
0.194,0.075,0.007,9.25
0.151,0.095,0.0,9.25
0.139,0.085,0.01,12.02
0.101,0.08,0.0,12.02
0.104,0.085,0.026,12.02
0.1,0.06,0.003,12.02
0.095,0.06,0.003,12.09
0.086,0.07,0.093,12.09
0.159,0.06,0.215,12.09
0.175,0.075,0.01,12.09
0.15,0.18,0.03,12.82
0.19,0.12,0.0,12.82
0.21,0.13,0.0,12.82
0.175,0.095,0.0,12.82
0.165,0.04,0.0,13.19
0.225,0.025,0.0,13.19
0.415,0.03,0.0,13.19
0.2,0.005,0.02,13.19
0.09,0.01,0.003,12.66
0.096,0.01,0.007,12.66
0.104,0.03,0.0,12.66
0.16,0.02,0.005,12.66
0.101,0.01,0.015,11.95
0.08,0.01,0.203,11.95
0.109,0.0,0.007,11.95
0.105,0.01,0.112,11.95
0.131,0.01,0.047,14.05
0.155,0.01,0.14,14.05
0.104,0.005,0.021,14.05
0.156,0.005,0.09,14.05
0.124,0.01,0.01,16.42
0.116,0.005,0.189,16.42
0.145,0.005,0.471,16.42
0.169,0.01,0.209,16.42
0.125,0.03,0.368,24.09
0.48,0.02,0.237,24.09
0.336,0.055,0.287,24.09
0.354,0.21,0.117,24.09
0.295,0.175,0.198,31.64
0.35,0.225,0.279,31.64
0.346,0.2,0.108,31.64
0.19,0.225,0.304,31.64
0.254,0.225,0.138,28.79
0.17,0.2,0.294,28.79
0.155,0.2,0.167,28.79
0.165,0.26,0.239,28.79
0.18,0.23,0.187,30.05
0.181,0.225,0.194,30.05
0.165,0.23,0.201,30.05
0.154,0.34,0.622,30.05
0.181,0.3,0.166,29.16
0.144,0.35,0.09,29.16
0.165,0.34,0.205,29.16
0.136,0.34,0.141,29.16
0.144,0.795,0.235,28.72
0.13,0.38,0.075,28.72
0.156,0.315,0.217,28.72
0.099,0.27,0.083,28.72
0.11,0.29,0.21,34.76
0.09,0.3,0.148,34.76
0.106,0.31,0.165,34.76
0.075,0.28,0.249,34.76
0.1,0.4,0.06,31.57
0.109,0.34,0.218,31.57
0.101,0.32,0.089,31.57
0.094,0.3,0.21,31.57
0.085,0.265,0.195,26.21
0.08,0.265,0.112,26.21
0.12,0.27,0.181,26.21
0.085,0.3,0.13,26.21
0.085,0.265,0.244,23.08
0.095,0.25,0.208,23.08
0.085,0.265,0.098,23.08
0.075,0.215,0.245,23.08
0.085,0.21,0.077,23.08
0.1,0.15,0.223,23.08
0.105,0.11,0.235,23.08
0.08,0.14,0.104,23.08
0.085,0.1,0.224,22.08
0.111,0.06,0.168,22.08
0.104,0.15,0.154,22.08
0.141,0.1,0.432,22.08
0.095,0.1,1.161,23.97
0.129,0.09,0.219,23.97
0.101,0.065,0.0,23.97
0.124,0.05,0.17,23.97
0.136,0.085,0.032,27.05
0.189,0.075,0.088,27.05
0.16,0.075,0.003,27.05
0.191,0.075,0.016,27.05
0.21,0.06,0.001,40.5
0.204,0.045,0.0,40.5
0.145,0.055,0.0,40.5
0.116,0.045,0.0,40.5
0.129,0.045,0.0,48.18
0.125,0.06,0.0,48.18
0.075,0.075,0.06,48.18
0.11,0.065,0.02,48.18
0.081,0.175,0.01,49.9
0.065,0.07,0.0,49.9
0.105,0.16,0.01,49.9
0.085,0.12,0.0,49.9
0.104,0.11,0.0,50.86
0.081,0.1,0.0,50.86
0.085,0.085,0.005,50.86
0.089,0.09,0.165,50.86
0.105,0.135,0.0,47.92
0.075,0.215,0.0,47.92
0.09,0.17,0.0,47.92
0.065,0.07,0.001,47.92
0.085,0.475,0.016,47.91
0.066,0.065,0.003,47.91
0.075,0.02,0.003,47.91
0.104,0.135,0.037,47.91
0.09,0.2,0.09,46.92
0.1,0.005,0.0,46.92
0.08,0.01,0.0,46.92
0.09,0.0,0.0,46.92
0.095,0.01,0.0,45.99
0.106,0.0,0.0,45.99
0.09,0.01,0.0,45.99
0.09,0.0,0.0,45.99
0.104,0.01,0.0,45.38
0.09,0.0,0.0,45.38
0.101,0.01,0.0,45.38
0.115,0.0,0.0,45.38
0.099,0.01,0.0,49.62
0.115,0.01,0.0,49.62
0.095,0.01,0.0,49.62
0.09,0.03,0.0,49.62
0.125,0.315,0.0,54.38
0.071,0.34,0.0,54.38
0.114,0.11,0.067,54.38
0.211,0.08,0.119,54.38
0.304,0.065,0.087,52.85
0.15,0.1,0.292,52.85
0.176,0.235,0.099,52.85
0.134,0.16,0.126,52.85
0.146,0.17,0.276,51.27
0.085,0.11,0.091,51.27
0.09,0.11,0.243,51.27
0.119,0.12,0.137,51.27
0.126,0.19,0.229,51.61
0.09,0.165,0.159,51.61
0.165,0.115,0.11,51.61
0.155,0.15,0.265,51.61
0.14,0.14,0.15,43.08
0.129,0.14,0.229,43.08
0.121,0.16,0.064,43.08
0.159,0.155,0.23,43.08
0.15,0.37,0.065,35.66
0.085,0.315,0.245,35.66
0.095,0.335,0.057,35.66
0.116,0.29,0.227,35.66
0.095,0.28,0.093,36.22
0.095,0.275,0.254,36.22
0.089,0.22,0.173,36.22
0.09,0.265,0.149,36.22
0.075,0.235,0.211,30.95
0.09,0.245,0.084,30.95
0.09,0.29,0.232,30.95
0.095,0.28,0.065,30.95
0.08,0.285,0.227,26.89
0.075,0.305,0.206,26.89
0.115,0.245,0.131,26.89
0.08,0.285,0.243,26.89
0.096,0.28,0.057,28.05
0.095,0.24,0.251,28.05
0.09,0.24,0.146,28.05
0.085,0.23,0.139,28.05
0.094,0.21,0.255,26.86
0.1,0.185,0.062,26.86
0.09,0.14,0.26,26.86
0.126,0.095,0.129,26.86
0.085,0.09,0.177,24.62
0.104,0.075,0.242,24.62
0.125,0.065,0.108,24.62
0.101,0.07,0.129,24.62
0.124,0.05,0.18,24.62
0.111,0.05,0.0,24.62
0.105,0.05,0.15,24.62
0.13,0.045,0.0,24.62
0.079,0.05,0.12,26.79
0.131,0.05,0.0,26.79
0.104,0.06,0.08,26.79
0.15,0.125,0.006,26.79
0.18,0.145,0.022,30.74
0.205,0.1,0.002,30.74
0.146,0.12,0.0,30.74
0.13,0.09,0.0,30.74
0.25,0.055,0.0,45.99
0.424,0.075,0.0,45.99
0.21,0.08,0.0,45.99
0.491,0.085,0.0,45.99
0.099,0.125,0.0,47.52
0.08,0.08,0.0,47.52
0.101,0.065,0.0,47.52
0.09,0.06,0.0,47.52
0.099,0.045,0.06,43.75
0.075,0.05,0.0,43.75
0.085,0.055,0.021,43.75
0.105,0.04,0.009,43.75
0.115,0.115,0.0,38.35
0.115,0.24,0.003,38.35
0.24,0.23,0.007,38.35
0.27,0.185,0.0,38.35
0.16,0.07,0.0,34.94
0.11,0.02,0.0,34.94
0.075,0.01,0.0,34.94
0.145,0.0,0.0,34.94
0.125,0.01,0.0,32.16
0.111,0.0,0.0,32.16
0.08,0.005,0.015,32.16
0.09,0.005,0.105,32.16
0.489,0.01,0.0,34.1
0.3,0.0,0.0,34.1
0.25,0.0,0.0,34.1
0.23,0.01,0.002,34.1
0.085,0.0,0.007,39.07
0.08,0.01,0.051,39.07
0.105,0.0,0.0,39.07
0.14,0.01,0.009,39.07
0.116,0.01,0.111,41.9
0.144,0.0,0.0,41.9
0.155,0.02,0.007,41.9
0.105,0.11,0.133,41.9
0.121,0.3,0.0,43.78
0.109,0.245,0.123,43.78
0.09,0.1,0.01,43.78
0.12,0.07,0.051,43.78
0.135,0.005,0.226,47.0
0.136,0.02,0.155,47.0
0.114,0.01,0.188,47.0
0.136,0.075,0.15,47.0
0.135,0.15,0.089,40.88
0.149,0.13,0.263,40.88
0.165,0.15,0.092,40.88
0.146,0.215,0.291,40.88
0.524,0.195,0.147,36.72
0.46,0.245,0.28,36.72
0.391,0.21,0.122,36.72
0.33,0.175,0.298,36.72
0.25,0.18,0.057,32.91
0.17,0.18,0.241,32.91
0.189,0.22,0.064,32.91
0.165,0.19,0.236,32.91
0.186,0.205,0.06,28.64
0.16,0.175,0.229,28.64
0.189,0.17,0.063,28.64
0.151,0.16,0.257,28.64
0.08,0.15,0.083,29.89
0.109,0.175,0.218,29.89
0.08,0.155,0.181,29.89
0.08,0.15,0.117,29.89
0.075,0.17,0.15,27.33
0.09,0.15,0.125,27.33
0.08,0.15,0.238,27.33
0.085,0.14,0.059,27.33
0.066,0.155,0.237,25.57
0.085,0.23,0.076,25.57
0.099,0.195,0.236,25.57
0.11,0.19,0.167,25.57
0.065,0.18,0.124,24.59
0.085,0.16,0.143,24.59
0.105,0.16,0.139,24.59
0.075,0.17,0.238,24.59
0.111,0.18,0.062,25.09
0.079,0.175,0.251,25.09
0.101,0.185,0.183,25.09
0.09,0.16,0.113,25.09
0.129,0.15,0.149,24.48
0.085,0.165,0.103,24.48
0.106,0.165,0.186,24.48
0.114,0.17,0.187,24.48
0.115,0.18,0.173,26.84
0.111,0.15,0.14,26.84
0.114,0.11,0.014,26.84
0.11,0.13,0.117,26.84
0.145,0.14,0.019,27.34
0.176,0.17,0.036,27.34
0.164,0.18,0.004,27.34
0.106,0.16,0.0,27.34
0.094,0.13,0.0,31.34
0.195,0.105,0.0,31.34
0.12,0.08,0.01,31.34
0.17,0.065,0.0,31.34
0.14,0.065,0.0,40.9
0.115,0.05,0.0,40.9
0.115,0.085,0.0,40.9
0.105,0.165,0.0,40.9
0.075,0.07,0.0,42.37
0.11,0.085,0.0,42.37
0.101,0.08,0.0,42.37
0.1,0.05,0.0,42.37
0.08,0.065,0.0,43.0
0.075,0.04,0.0,43.0
0.08,0.075,0.0,43.0
0.09,0.18,0.0,43.0
0.085,0.11,0.0,42.09
0.07,0.11,0.0,42.09
0.095,0.055,0.0,42.09
0.064,0.0,0.0,42.09
0.106,0.01,0.0,39.8
0.075,0.0,0.0,39.8
0.09,0.01,0.0,39.8
0.09,0.0,0.0,39.8
0.07,0.0,0.0,34.85
0.069,0.01,0.0,34.85
0.085,0.0,0.0,34.85
0.111,0.01,0.0,34.85
0.099,0.01,0.0,34.01
0.085,0.0,0.0,34.01
0.075,0.0,0.0,34.01
0.115,0.01,0.0,34.01
0.101,0.0,0.0,35.55
0.084,0.01,0.0,35.55
0.106,0.01,0.0,35.55
0.134,0.0,0.0,35.55
0.065,0.0,0.0,43.94
0.11,0.01,0.0,43.94
0.12,0.01,0.0,43.94
0.09,0.0,0.0,43.94
0.18,0.0,0.0,46.95
0.136,0.01,0.015,46.95
0.129,0.0,0.146,46.95
0.106,0.01,0.021,46.95
0.124,0.0,0.046,48.81
0.155,0.005,0.083,48.81
0.175,0.005,0.084,48.81
0.11,0.02,0.245,48.81
0.161,0.01,0.133,41.97
0.21,0.02,0.114,41.97
0.144,0.02,0.16,41.97
0.165,0.02,0.248,41.97
0.185,0.11,0.093,39.28
0.156,0.11,0.088,39.28
0.144,0.24,0.177,39.28
0.106,0.265,0.197,39.28
0.119,0.19,0.085,36.73
0.115,0.255,0.113,36.73
0.135,0.225,0.293,36.73
0.12,0.19,0.088,36.73
0.125,0.2,0.079,29.95
0.13,0.19,0.152,29.95
0.155,0.19,0.163,29.95
0.075,0.2,0.055,29.95
0.08,0.17,0.156,28.18
0.086,0.165,0.133,28.18
0.11,0.175,0.075,28.18
0.085,0.14,0.049,28.18
0.08,0.15,0.042,25.05
0.064,0.15,0.05,25.05
0.121,0.14,0.038,25.05
0.07,0.14,0.032,25.05
0.095,0.15,0.044,22.59
0.094,0.25,0.046,22.59
0.085,0.205,0.04,22.59
0.071,0.225,0.05,22.59
0.104,0.19,0.04,18.48
0.07,0.18,0.05,18.48
0.09,0.085,0.055,18.48
0.09,0.08,0.024,18.48
0.11,0.09,0.032,17.11
0.07,0.105,0.049,17.11
0.1,0.11,0.04,17.11
0.08,0.12,0.029,17.11
0.09,0.105,0.031,16.79
0.12,0.115,0.029,16.79
0.11,0.13,0.008,16.79
0.111,0.115,0.003,16.79
0.119,0.115,0.069,18.06
0.09,0.1,0.016,18.06
0.131,0.08,0.002,18.06
0.085,0.19,0.0,18.06
0.14,0.13,0.0,21.63
0.12,0.12,0.0,21.63
0.16,0.12,0.0,21.63
0.164,0.09,0.0,21.63
0.2,0.07,0.0,27.01
0.165,0.085,0.0,27.01
0.18,0.075,0.0,27.01
0.14,0.055,0.0,27.01
0.125,0.07,0.0,36.59
0.09,0.055,0.0,36.59
0.13,0.06,0.0,36.59
0.115,0.055,0.0,36.59
0.13,0.04,0.0,41.73
0.125,0.05,0.0,41.73
0.396,0.065,0.0,41.73
0.195,0.055,0.0,41.73
0.21,0.075,0.0,31.51
0.26,0.075,0.0,31.51
0.184,0.05,0.0,31.51
0.165,0.06,0.0,31.51
0.101,0.045,0.0,30.0
0.08,0.09,0.0,30.0
0.1,0.245,0.0,30.0
0.28,0.14,0.0,30.0
0.279,0.105,0.0,28.03
0.115,0.12,0.0,28.03
0.085,0.095,0.0,28.03
0.13,0.045,0.0,28.03
0.145,0.135,0.0,27.98
0.136,0.05,0.0,27.98
0.104,0.01,0.0,27.98
0.126,0.005,0.0,27.98
0.114,0.025,0.0,29.66
0.16,0.01,0.0,29.66
0.11,0.01,0.0,29.66
0.105,0.005,0.0,29.66
0.12,0.005,0.0,30.59
0.11,0.01,0.001,30.59
0.126,0.01,0.009,30.59
0.114,0.01,0.267,30.59
0.09,0.015,0.161,36.73
0.136,0.08,0.045,36.73
0.099,0.035,0.005,36.73
0.09,0.03,0.002,36.73
0.115,0.075,0.023,44.5
0.075,0.025,0.053,44.5
0.08,0.01,0.065,44.5
0.07,0.0,0.041,44.5
0.126,0.01,0.061,46.49
0.305,0.0,0.169,46.49
0.214,0.01,0.153,46.49
0.231,0.03,0.067,46.49
0.144,0.075,0.05,41.43
0.14,0.1,0.05,41.43
0.126,0.16,0.064,41.43
0.134,0.135,0.066,41.43
0.15,0.155,0.093,34.27
0.156,0.14,0.17,34.27
0.184,0.12,0.087,34.27
0.181,0.14,0.081,34.27
0.199,0.12,0.082,30.08
0.216,0.12,0.068,30.08
0.199,0.14,0.06,30.08
0.17,0.14,0.058,30.08
0.185,0.275,0.042,27.19
0.14,0.255,0.037,27.19
0.175,0.24,0.062,27.19
0.096,0.255,0.054,27.19
0.075,0.205,0.047,26.0
0.114,0.19,0.039,26.0
0.095,0.2,0.04,26.0
0.085,0.195,0.041,26.0
0.075,0.185,0.04,22.61
0.09,0.2,0.029,22.61
0.07,0.195,0.04,22.61
0.095,0.185,0.049,22.61
0.065,0.205,0.05,19.05
0.11,0.185,0.043,19.05
0.08,0.18,0.049,19.05
0.121,0.2,0.043,19.05
0.069,0.18,0.032,19.0
0.075,0.2,0.043,19.0
0.116,0.2,0.032,19.0
0.08,0.17,0.037,19.0
0.099,0.18,0.044,16.29
0.095,0.2,0.038,16.29
0.085,0.175,0.051,16.29
0.101,0.155,0.058,16.29
0.089,0.24,0.039,16.28
0.101,0.14,0.022,16.28
0.109,0.15,0.05,16.28
0.1,0.16,0.031,16.28
0.115,0.14,0.027,19.02
0.111,0.115,0.021,19.02
0.129,0.105,0.02,19.02
0.116,0.105,0.035,19.02
0.16,0.125,0.03,22.03
0.17,0.125,0.004,22.03
0.13,0.115,0.0,22.03
0.139,0.095,0.078,22.03
0.17,0.045,0.022,26.01
0.151,0.04,0.02,26.01
0.119,0.055,0.0,26.01
0.1,0.045,0.002,26.01
0.096,0.04,0.018,34.2
0.119,0.06,0.0,34.2
0.105,0.045,0.0,34.2
0.111,0.065,0.0,34.2
0.159,0.07,0.02,37.29
0.21,0.055,0.0,37.29
0.235,0.06,0.22,37.29
0.291,0.205,0.358,37.29
0.12,0.09,0.297,35.76
0.29,0.12,0.233,35.76
0.12,0.115,0.292,35.76
0.12,0.08,0.04,35.76
0.539,0.135,0.068,33.65
0.28,0.14,0.292,33.65
0.276,0.17,0.153,33.65
0.255,0.17,0.787,33.65
0.205,0.06,0.012,30.06
0.174,0.065,0.008,30.06
0.115,0.045,0.0,30.06
0.131,0.115,0.0,30.06
0.119,0.03,0.0,28.3
0.08,0.02,0.0,28.3
0.075,0.0,0.0,28.3
0.085,0.205,0.0,28.3
0.07,0.205,0.0,28.15
0.1,0.03,0.0,28.15
0.075,0.01,0.0,28.15
0.105,0.29,0.0,28.15
0.09,0.01,0.0,28.37
0.08,0.01,0.0,28.37
0.07,0.0,0.0,28.37
0.131,0.01,0.01,28.37
0.075,0.0,0.0,29.48
0.09,0.01,0.0,29.48
0.119,0.24,0.001,29.48
0.075,0.13,0.009,29.48
0.101,0.015,0.011,30.78
0.079,0.065,0.051,30.78
0.1,0.03,0.039,30.78
0.075,0.07,0.112,30.78
0.085,0.055,0.072,34.66
0.106,0.105,0.07,34.66
0.109,0.27,0.078,34.66
0.11,0.205,0.079,34.66
0.121,0.15,0.078,30.23
0.134,0.205,0.087,30.23
0.106,0.24,0.09,30.23
0.124,0.225,0.128,30.23
0.101,0.215,0.099,29.11
0.125,0.185,0.086,29.11
0.389,0.165,0.067,29.11
0.165,0.29,0.087,29.11
0.151,0.2,0.069,26.0
0.154,0.235,0.04,26.0
0.115,0.18,0.616,26.0
0.146,0.195,0.242,26.0
0.154,0.215,0.062,23.74
0.115,0.18,0.047,23.74
0.125,0.19,0.032,23.74
0.08,0.19,0.031,23.74
0.095,0.2,0.047,19.71
0.105,0.2,0.04,19.71
0.09,0.215,0.036,19.71
0.07,0.225,0.038,19.71
0.085,0.26,0.058,16.51
0.07,0.19,0.051,16.51
0.1,0.17,0.041,16.51
0.075,0.17,0.032,16.51
0.091,0.17,0.044,18.02
0.089,0.26,0.04,18.02
0.101,0.225,0.031,18.02
0.114,0.22,0.029,18.02
0.105,0.19,0.053,16.57
0.08,0.215,0.029,16.57
0.11,0.2,0.044,16.57
0.091,0.195,0.053,16.57
0.075,0.195,0.047,16.2
0.095,0.17,0.033,16.2
0.095,0.165,0.033,16.2
0.08,0.175,0.031,16.2
0.075,0.15,0.027,14.58
0.119,0.16,0.01,14.58
0.106,0.18,0.07,14.58
0.134,0.18,0.01,14.58
0.11,0.14,0.005,16.25
0.126,0.085,0.195,16.25
0.089,0.06,0.51,16.25
0.11,0.045,0.0,16.25
0.145,0.055,0.0,16.63
0.11,0.04,0.0,16.63
0.131,0.095,0.0,16.63
0.08,0.13,0.0,16.63
0.13,0.11,0.0,15.95
0.069,0.13,0.0,15.95
0.116,0.08,0.0,15.95
0.109,0.07,0.0,15.95
0.156,0.07,0.0,19.02
0.08,0.06,0.0,19.02
0.169,0.055,0.0,19.02
0.22,0.065,0.0,19.02
0.111,0.05,0.0,21.87
0.085,0.045,0.0,21.87
0.154,0.055,0.0,21.87
0.47,0.06,0.0,21.87
0.171,0.06,0.0,24.14
0.514,0.075,0.0,24.14
0.111,0.05,0.0,24.14
0.165,0.045,0.02,24.14
0.075,0.075,0.0,24.8
0.104,0.125,0.0,24.8
0.081,0.31,0.0,24.8
0.089,0.185,0.0,24.8
0.085,0.105,0.0,26.75
0.09,0.11,0.0,26.75
0.085,0.085,0.0,26.75
0.1,0.03,0.0,26.75
0.091,0.02,0.01,26.89
0.259,0.03,0.0,26.89
0.111,0.05,0.0,26.89
0.09,0.0,0.0,26.89
0.084,0.01,0.0,25.98
0.076,0.01,0.0,25.98
0.085,0.01,0.0,25.98
0.085,0.01,0.0,25.98
0.114,0.0,0.0,28.02
0.14,0.01,0.0,28.02
0.13,0.01,0.0,28.02
0.116,0.01,0.0,28.02
0.114,0.0,0.0,30.06
0.25,0.01,0.0,30.06
0.171,0.0,0.0,30.06
0.195,0.01,0.0,30.06
0.14,0.0,0.0,33.78
0.17,0.015,0.0,33.78
0.234,0.5,0.0,33.78
0.675,0.635,0.004,33.78
0.461,0.165,0.028,40.0
0.249,0.09,0.04,40.0
0.261,0.08,0.031,40.0
0.189,0.22,0.055,40.0
0.23,0.245,0.114,42.96
0.276,0.225,0.081,42.96
0.34,0.215,0.07,42.96
0.179,0.25,0.506,42.96
0.29,0.23,0.302,41.0
0.14,0.245,0.093,41.0
0.16,0.24,0.07,41.0
0.45,0.31,0.07,41.0
0.786,0.225,0.068,35.22
0.419,0.14,0.073,35.22
0.155,0.16,0.068,35.22
0.15,0.195,0.052,35.22
0.141,0.195,0.061,29.94
0.135,0.18,0.035,29.94
0.12,0.185,0.032,29.94
0.165,0.28,0.049,29.94
0.139,0.225,0.041,28.48
0.096,0.25,0.03,28.48
0.085,0.225,0.059,28.48
0.085,0.18,0.049,28.48
0.08,0.18,0.051,26.63
0.079,0.16,0.038,26.63
0.12,0.15,0.031,26.63
0.08,0.15,0.052,26.63
0.1,0.135,0.04,12.51
0.075,0.165,0.033,12.51
0.111,0.16,0.037,12.51
0.084,0.15,0.049,12.51
0.121,0.555,0.051,12.57
0.08,0.385,0.048,12.57
0.114,0.13,0.037,12.57
0.095,0.22,0.035,12.57
0.08,0.215,0.049,10.39
0.1,0.215,0.03,10.39
0.101,0.225,0.029,10.39
0.09,0.195,0.042,10.39
0.119,0.18,0.041,10.22
0.085,0.16,0.081,10.22
0.096,0.15,0.075,10.22
0.129,0.15,0.01,10.22
0.081,0.135,0.0,10.32
0.129,0.105,0.0,10.32
0.111,0.11,0.108,10.32
0.119,0.105,0.456,10.32
0.115,0.095,0.056,10.33
0.096,0.085,0.0,10.33
0.119,0.095,0.0,10.33
0.105,0.09,0.0,10.33
0.101,0.09,0.0,10.37
0.135,0.09,0.0,10.37
0.25,0.085,0.0,10.37
0.404,0.07,0.0,10.37
0.425,0.165,0.0,13.79
0.126,0.085,0.0,13.79
0.124,0.115,0.0,13.79
0.291,0.115,0.0,13.79
0.09,0.08,0.0,19.37
0.109,0.07,0.0,19.37
0.136,0.08,0.0,19.37
0.14,0.07,0.02,19.37
0.144,0.09,0.0,21.97
0.165,0.075,0.003,21.97
0.16,0.06,0.053,21.97
0.176,0.06,0.305,21.97
0.18,0.045,0.13,24.77
0.234,0.035,0.259,24.77
0.521,0.045,0.0,24.77
0.154,0.01,0.0,24.77
0.185,0.01,0.0,30.72
0.125,0.01,0.0,30.72
0.095,0.07,0.0,30.72
0.085,0.03,0.0,30.72
0.1,0.05,0.0,30.94
0.095,0.03,0.0,30.94
0.09,0.02,0.003,30.94
0.091,0.01,0.017,30.94
0.085,0.01,0.102,30.29
0.12,0.09,0.378,30.29
0.214,0.01,0.0,30.29
0.595,0.01,0.0,30.29
0.15,0.01,0.01,32.95
0.145,0.0,0.005,32.95
0.1,0.01,0.005,32.95
0.091,0.01,0.0,32.95
0.134,0.01,0.0,34.26
0.141,0.0,0.0,34.26
0.16,0.01,0.0,34.26
0.215,0.0,0.0,34.26
0.179,0.01,0.0,36.78
0.186,0.01,0.0,36.78
0.135,0.01,0.0,36.78
0.214,0.025,0.012,36.78
0.125,0.025,0.031,44.2
0.14,0.0,0.097,44.2
0.16,0.01,0.345,44.2
0.14,0.14,0.073,44.2
0.161,0.185,0.079,49.88
0.21,0.21,0.08,49.88
0.225,0.19,0.056,49.88
0.2,0.245,0.058,49.88
0.215,0.245,0.077,49.12
0.194,0.19,0.065,49.12
0.24,0.15,0.059,49.12
0.17,0.25,0.073,49.12
0.215,0.235,0.072,44.5
0.225,0.235,0.076,44.5
0.19,0.245,0.048,44.5
0.185,0.225,0.032,44.5
0.236,0.18,0.039,37.93
0.165,0.18,0.05,37.93
0.14,0.19,0.039,37.93
0.165,0.18,0.03,37.93
